variant,slot,local,half_local,signed_distance,baseline_distance,actual_delta,best_odd_cycle_len_at_slot,odd_cycle_count_containing_slot,has_odd_triangle
triangle_neutralized,13,17,47,4,4,0,5,2564,False
triangle_neutralized,13,18,48,4,4,0,5,2564,False
triangle_neutralized,13,19,49,3,3,0,5,2564,False
triangle_neutralized,13,20,50,2,2,0,5,2564,False
triangle_neutralized,13,21,51,3,3,0,5,2564,False
triangle_neutralized,13,22,52,4,4,0,5,2564,False
triangle_neutralized,13,23,53,4,4,0,5,2564,False
triangle_neutralized,13,24,54,3,3,0,5,2564,False
triangle_neutralized,13,25,55,2,2,0,5,2564,False
triangle_neutralized,13,26,56,3,3,0,5,2564,False
triangle_neutralized,13,27,57,4,4,0,5,2564,False
triangle_neutralized,13,28,58,4,4,0,5,2564,False
triangle_neutralized,13,29,59,3,3,0,5,2564,False
triangle_neutralized,13,30,0,4,4,0,5,2564,False
triangle_neutralized,13,31,1,3,3,0,5,2564,False
triangle_neutralized,13,32,2,2,2,0,5,2564,False
triangle_neutralized,13,33,3,3,3,0,5,2564,False
triangle_neutralized,13,34,4,4,4,0,5,2564,False
triangle_neutralized,13,35,5,5,6,-1,5,2564,False
triangle_neutralized,13,36,6,4,4,0,5,2564,False
triangle_neutralized,13,37,7,2,2,0,5,2564,False
triangle_neutralized,13,38,8,2,2,0,5,2564,False
triangle_neutralized,13,39,9,4,4,0,5,2564,False
triangle_neutralized,13,40,10,2,2,0,5,2564,False
triangle_neutralized,13,41,11,3,3,0,5,2564,False
triangle_neutralized,13,42,12,4,4,0,5,2564,False
triangle_neutralized,13,43,13,4,4,0,5,2564,False
triangle_neutralized,13,44,14,3,3,0,5,2564,False
triangle_neutralized,13,45,15,2,2,0,5,2564,False
triangle_neutralized,13,46,16,3,3,0,5,2564,False
triangle_neutralized,13,47,17,4,4,0,5,2564,False
triangle_neutralized,13,48,18,4,4,0,5,2564,False
triangle_neutralized,13,49,19,3,3,0,5,2564,False
triangle_neutralized,13,50,20,2,2,0,5,2564,False
triangle_neutralized,13,51,21,3,3,0,5,2564,False
triangle_neutralized,13,52,22,4,4,0,5,2564,False
triangle_neutralized,13,53,23,4,4,0,5,2564,False
triangle_neutralized,13,54,24,3,3,0,5,2564,False
triangle_neutralized,13,55,25,2,2,0,5,2564,False
triangle_neutralized,13,56,26,3,3,0,5,2564,False
triangle_neutralized,13,57,27,4,4,0,5,2564,False
triangle_neutralized,13,58,28,4,4,0,5,2564,False
triangle_neutralized,13,59,29,3,3,0,5,2564,False
triangle_neutralized,14,0,30,4,4,0,5,2520,False
triangle_neutralized,14,1,31,3,3,0,5,2520,False
triangle_neutralized,14,2,32,2,2,0,5,2520,False
triangle_neutralized,14,3,33,3,3,0,5,2520,False
triangle_neutralized,14,4,34,4,4,0,5,2520,False
triangle_neutralized,14,5,35,4,6,-2,5,2520,False
triangle_neutralized,14,6,36,4,4,0,5,2520,False
triangle_neutralized,14,7,37,2,2,0,5,2520,False
triangle_neutralized,14,8,38,2,2,0,5,2520,False
triangle_neutralized,14,9,39,4,4,0,5,2520,False
triangle_neutralized,14,10,40,2,2,0,5,2520,False
triangle_neutralized,14,11,41,3,3,0,5,2520,False
triangle_neutralized,14,12,42,4,4,0,5,2520,False
triangle_neutralized,14,13,43,4,4,0,5,2520,False
triangle_neutralized,14,14,44,3,3,0,5,2520,False
triangle_neutralized,14,15,45,2,2,0,5,2520,False
triangle_neutralized,14,16,46,3,3,0,5,2520,False
triangle_neutralized,14,17,47,4,4,0,5,2520,False
triangle_neutralized,14,18,48,4,4,0,5,2520,False
triangle_neutralized,14,19,49,3,3,0,5,2520,False
triangle_neutralized,14,20,50,2,2,0,5,2520,False
triangle_neutralized,14,21,51,3,3,0,5,2520,False
triangle_neutralized,14,22,52,4,4,0,5,2520,False
triangle_neutralized,14,23,53,4,4,0,5,2520,False
triangle_neutralized,14,24,54,3,3,0,5,2520,False
triangle_neutralized,14,25,55,2,2,0,5,2520,False
triangle_neutralized,14,26,56,3,3,0,5,2520,False
triangle_neutralized,14,27,57,4,4,0,5,2520,False
triangle_neutralized,14,28,58,4,4,0,5,2520,False
triangle_neutralized,14,29,59,3,3,0,5,2520,False
triangle_neutralized,14,30,0,4,4,0,5,2520,False
triangle_neutralized,14,31,1,3,3,0,5,2520,False
triangle_neutralized,14,32,2,2,2,0,5,2520,False
triangle_neutralized,14,33,3,3,3,0,5,2520,False
triangle_neutralized,14,34,4,4,4,0,5,2520,False
triangle_neutralized,14,35,5,4,6,-2,5,2520,False
triangle_neutralized,14,36,6,4,4,0,5,2520,False
triangle_neutralized,14,37,7,2,2,0,5,2520,False
triangle_neutralized,14,38,8,2,2,0,5,2520,False
triangle_neutralized,14,39,9,4,4,0,5,2520,False
triangle_neutralized,14,40,10,2,2,0,5,2520,False
triangle_neutralized,14,41,11,3,3,0,5,2520,False
triangle_neutralized,14,42,12,4,4,0,5,2520,False
triangle_neutralized,14,43,13,4,4,0,5,2520,False
triangle_neutralized,14,44,14,3,3,0,5,2520,False
triangle_neutralized,14,45,15,2,2,0,5,2520,False
triangle_neutralized,14,46,16,3,3,0,5,2520,False
triangle_neutralized,14,47,17,4,4,0,5,2520,False
triangle_neutralized,14,48,18,4,4,0,5,2520,False
triangle_neutralized,14,49,19,3,3,0,5,2520,False
triangle_neutralized,14,50,20,2,2,0,5,2520,False
triangle_neutralized,14,51,21,3,3,0,5,2520,False
triangle_neutralized,14,52,22,4,4,0,5,2520,False
triangle_neutralized,14,53,23,4,4,0,5,2520,False
triangle_neutralized,14,54,24,3,3,0,5,2520,False
triangle_neutralized,14,55,25,2,2,0,5,2520,False
triangle_neutralized,14,56,26,3,3,0,5,2520,False
triangle_neutralized,14,57,27,4,4,0,5,2520,False
triangle_neutralized,14,58,28,4,4,0,5,2520,False
triangle_neutralized,14,59,29,3,3,0,5,2520,False
